NUMEROORDEN,IDCERCO,IDFISCAL,EVENTO,TIEMPO,MODOFISCALIZACION,PROCESOS,EJECUCION,ADMINISTRACION,SEGURIDAD,ENTREGA,FLAG_AUDITAR
1-145118831482,178,712,TROUBLE CALL,37.840955,EN VIVO,1,1,1,1,1,0
1-143444381337,156,12578,INSTALACIÓN,50.475918,POSTERIOR,1,1,,,1,0
1-145067350887,109,24323,TROUBLE CALL,16.223506,POSTERIOR,1,1,,,1,0
1-144742492612,198,701,INSTALACIÓN,55.431728,POSTERIOR,1,1,,,1,0
1-144950940986,388,7398,INSTALACIÓN,11.562117,POSTERIOR,0,0.666666667,,,0,0
1-145017336179,245,10546,INSTALACIÓN,39.887777,POSTERIOR,1,1,,,1,0
1-145047545205,233,715,TROUBLE CALL,47.95263,EN VIVO,1,1,1,1,0.833333333,0
1-143589852972,196,19361,INSTALACIÓN,47.065983,POSTERIOR,1,1,,,1,0
1-144977415301,196,19361,TROUBLE CALL,33.616472,POSTERIOR,1,1,,,1,0
1-144805928622,196,19361,TROUBLE CALL,16.245718,POSTERIOR,1,1,,,1,0
1-145041376391,347,3561,INSTALACIÓN,28.511755,POSTERIOR,1,1,,,1,0
1-144336055658,347,1786,INSTALACIÓN,21.083355,POSTERIOR,1,1,,,0,0
1-144981192642,388,14776,INSTALACIÓN,21.742699,POSTERIOR,1,1,,,1,0
1-143710635708,167,8002,TROUBLE CALL,26.486328,POSTERIOR,1,1,,,1,0
1-145047711657,167,8516,FISCALIZACIÓN ESPECIAL,0.00051,EN VIVO,,,,,,1
1-145005759596,242,716,TROUBLE CALL,9.502301,EN VIVO,1,1,1,1,0.833333333,1
1-144363265062,143,696,INSTALACIÓN,35.684561,POSTERIOR,1,0.666666667,,,1,0
1-144710502279,178,712,TROUBLE CALL,45.789737,POSTERIOR,0,0.666666667,,,1,0
1-145050011461,305,14228,TROUBLE CALL,6.31214,EN VIVO,1,1,1,1,1,1
1-144849286923,388,663,TROUBLE CALL,31.519776,POSTERIOR,1,1,,,1,0
1-145024429045,388,14776,TROUBLE CALL,30.162794,POSTERIOR,1,1,,,1,0
1-144698079942,157,11964,INSTALACIÓN,23.222165,EN VIVO,1,1,1,1,1,0
1-145068093337,167,8516,FISCALIZACIÓN ESPECIAL,0.000942,EN VIVO,,,,,,1
1-145068093337,167,8516,TROUBLE CALL,57.563646,EN VIVO,1,1,1,1,1,0
1-145053492510,196,19361,TROUBLE CALL,55.320844,EN VIVO,1,1,1,1,1,0
1-144323804376,151,1575,INSTALACIÓN,5.74059,POSTERIOR,1,0.5,,,1,0
1-144081700355,196,19361,TROUBLE CALL,40.321255,POSTERIOR,1,0.666666667,,,0.5,0
1-144527884112,201,703,FISCALIZACIÓN ESPECIAL,0.001162,POSTERIOR,,,,,,0
1-145055680722,388,14909,FISCALIZACIÓN ESPECIAL,0.088542,EN VIVO,,,,,,1
1-145055680722,388,14909,INSTALACIÓN,8.200647,EN VIVO,1,1,1,1,1,1
1-143961544595,112,705,TROUBLE CALL,16.380015,POSTERIOR,0,0.666666667,,,0.5,0
1-144855216532,195,22161,FISCALIZACIÓN ESPECIAL,0.000603,POSTERIOR,,,,,,0
1-143523509537,198,701,INSTALACIÓN,53.558342,POSTERIOR,1,1,,,1,0
1-144991076972,279,14227,INSTALACIÓN,9.442584,EN VIVO,1,1,1,1,1,1
1-145018089824,388,14909,TROUBLE CALL,35.470929,POSTERIOR,1,1,,,1,0
1-144972755396,97,704,TROUBLE CALL,29.190675,EN VIVO,1,1,1,1,1,0
1-144919205821,171,8221,FISCALIZACIÓN ESPECIAL,0.000477,EN VIVO,,,,,,1
1-144990072675,189,14461,TROUBLE CALL,34.983989,EN VIVO,1,1,1,1,1,0
1-144006235627,196,19361,TROUBLE CALL,7.305757,POSTERIOR,1,0.333333333,,,0.5,0
1-144909891562,388,14776,INSTALACIÓN,18.232081,POSTERIOR,0,0.833333333,,,1,0
1-144955073257,388,663,TROUBLE CALL,48.707972,EN VIVO,1,1,1,1,1,0
1-144983805319,113,28102,TROUBLE CALL,6.619167,POSTERIOR,1,1,,,1,0
1-144830333666,189,14461,TROUBLE CALL,30.653412,POSTERIOR,1,0.666666667,,,0.5,0
1-144987730996,403,21262,TROUBLE CALL,15.326682,EN VIVO,1,1,1,1,1,0
1-144968129509,157,11964,CAMBIO TOTAL DE ACOMETIDA,0.006614,EN VIVO,1,1,1,1,0.666666667,1
1-144968129509,157,11964,TROUBLE CALL,36.525943,EN VIVO,1,1,1,1,0.666666667,0
1-144234559252,166,14216,FISCALIZACIÓN ESPECIAL,0.000557,POSTERIOR,,,,,,0
1-144234559252,166,14216,INSTALACIÓN,4.620209,POSTERIOR,1,1,,,1,0
1-143345759293,109,24323,TROUBLE CALL,59.227623,POSTERIOR,1,1,,,1,0
1-144548649332,201,703,FISCALIZACIÓN ESPECIAL,0.006777,POSTERIOR,,,,,,0
1-144932633032,185,7987,INSTALACIÓN,9.071692,POSTERIOR,1,0.333333333,,,0.5,0
1-144801168242,233,715,INSTALACIÓN,2.834168,EN VIVO,1,1,1,1,0.8,1
1-144884211582,398,15954,INSTALACIÓN,56.120829,POSTERIOR,1,1,,,1,0
1-144987732478,167,8516,FISCALIZACIÓN ESPECIAL,0.005415,EN VIVO,,,,,,1
1-144985833918,237,2858,FISCALIZACIÓN ESPECIAL,0.004157,EN VIVO,,,,,,1
1-143545206260,171,8221,TROUBLE CALL,16.147716,POSTERIOR,0,0.666666667,,,1,0
1-144949278320,388,7398,TROUBLE CALL,45.451127,EN VIVO,1,1,1,1,1,0
1-144176978751,156,2530,INSTALACIÓN,33.303641,POSTERIOR,1,1,,,1,0
1-143603062612,156,12578,TROUBLE CALL,50.841742,POSTERIOR,1,1,,,1,0
1-144872871973,388,14776,TROUBLE CALL,14.767332,POSTERIOR,1,1,,,1,0
1-144819460834,156,5990,INSTALACIÓN,27.620003,POSTERIOR,1,1,,,1,0
1-144788880820,156,2530,INSTALACIÓN,10.381755,POSTERIOR,1,1,,,1,0
1-144751837254,156,2530,INSTALACIÓN,1.253978,POSTERIOR,1,1,,,1,0
1-144767994835,152,2631,INSTALACIÓN,22.722613,POSTERIOR,0,0.666666667,,,1,0
1-144957689132,399,18883,TROUBLE CALL,24.212817,EN VIVO,1,1,1,1,1,0
1-144980222151,233,715,TROUBLE CALL,53.973863,EN VIVO,1,1,1,1,0.833333333,0
1-144694134482,143,696,INSTALACIÓN,54.44424,POSTERIOR,1,1,,,1,0
1-144527522263,189,14461,TROUBLE CALL,59.481592,POSTERIOR,1,0.666666667,,,1,0
1-144917312722,118,14372,FISCALIZACIÓN ESPECIAL,0.001326,EN VIVO,,,,,,1
1-144949121863,242,716,FISCALIZACIÓN ESPECIAL,0.019331,EN VIVO,,,,,,1
1-144798235194,279,14227,CAMBIO TOTAL DE ACOMETIDA,0.004338,POSTERIOR,1,1,,,1,0
1-144183607564,156,5990,INSTALACIÓN,47.5517,POSTERIOR,1,1,,,0,0
1-145237680130,161,10287,INSTALACIÓN,14.297673,POSTERIOR,1,0.833333333,,,1,0
1-145166874383,118,14372,CAMBIO TOTAL DE ACOMETIDA,0.000368,POSTERIOR,1,1,,,1,0
1-144923293712,117,698,TROUBLE CALL,26.159398,POSTERIOR,1,1,,,1,0
1-145446309668,196,19361,TROUBLE CALL,10.46182,EN VIVO,1,1,1,1,1,0
1-145264839272,388,14909,INSTALACIÓN,40.02442,EN VIVO,1,1,1,1,1,0
1-145342068331,109,24323,TROUBLE CALL,22.420526,EN VIVO,1,1,1,1,1,0
1-144667518776,156,2530,INSTALACIÓN,43.620201,POSTERIOR,1,0.571428571,,,1,0
1-145429726355,242,716,FISCALIZACIÓN ESPECIAL,0.006659,EN VIVO,,,,,,1
1-145365065235,161,10287,TROUBLE CALL,33.425047,EN VIVO,1,1,1,1,1,0
1-145446618924,178,712,TROUBLE CALL,6.717535,EN VIVO,1,1,1,1,1,1
1-145415065529,109,24323,TROUBLE CALL,44.448076,POSTERIOR,1,1,,,1,0
1-144422298850,108,14406,INSTALACIÓN,11.134512,POSTERIOR,0,0.166666667,,,0,0
1-144688865294,156,2530,INSTALACIÓN,40.019659,POSTERIOR,1,1,,,1,0
1-145035441458,195,22161,FISCALIZACIÓN ESPECIAL,0.003957,POSTERIOR,,,,,,0
1-145392699407,100,14407,FISCALIZACIÓN ESPECIAL,0.005753,EN VIVO,,,,,,1
1-144969057300,167,8516,FISCALIZACIÓN ESPECIAL,0.008758,EN VIVO,,,,,,1
1-144948559391,403,21262,TROUBLE CALL,47.289771,POSTERIOR,1,1,,,1,0
1-143928908242,185,7987,INSTALACIÓN,0.516083,POSTERIOR,1,0.833333333,,,0,0
1-144933427258,154,717,INSTALACIÓN,17.831313,POSTERIOR,0,0.666666667,,,1,0
1-144411136564,156,5990,INSTALACIÓN,13.427534,POSTERIOR,1,0.833333333,,,0,0
1-145450516749,148,1606,TROUBLE CALL,8.279814,EN VIVO,1,1,1,0,1,1
1-145035436482,403,21262,INSTALACIÓN,9.184078,POSTERIOR,1,1,,,1,0
1-145308913200,151,1575,TROUBLE CALL,1.255691,EN VIVO,1,1,1,1,1,1
1-144964181442,185,7987,INSTALACIÓN,44.297483,POSTERIOR,1,1,,,1,0
1-145369434813,167,693,TROUBLE CALL,31.836612,EN VIVO,1,1,1,1,1,0
1-143993353911,157,11964,INSTALACIÓN,40.136312,POSTERIOR,1,1,,,1,0
1-145095630672,195,22161,INSTALACIÓN,36.561986,POSTERIOR,1,1,,,1,0
1-145276086696,157,11964,TROUBLE CALL,44.264275,EN VIVO,1,1,1,1,0.833333333,0
1-145387087643,201,703,FISCALIZACIÓN ESPECIAL,0.000532,EN VIVO,,,,,,0
1-144948788268,242,716,TROUBLE CALL,42.544856,POSTERIOR,1,1,,,1,0
1-145327777287,154,717,TROUBLE CALL,43.089062,EN VIVO,1,1,1,1,0.833333333,0
1-145270912822,100,14407,TROUBLE CALL,17.758656,POSTERIOR,1,1,,,1,0
1-143793942905,388,14909,CAMBIO TOTAL DE ACOMETIDA,0.011376,POSTERIOR,1,1,,,1,0
1-144825282052,167,8516,INSTALACIÓN,40.259274,POSTERIOR,1,0.5,,,1,0
1-145344351537,201,703,TROUBLE CALL,32.130378,EN VIVO,1,1,1,1,1,0
1-144754393390,156,5990,INSTALACIÓN,24.804294,POSTERIOR,1,0.666666667,,,1,0
1-144902173643,279,14227,INSTALACIÓN,57.870369,POSTERIOR,1,1,,,1,0
1-144859113627,97,704,TROUBLE CALL,58.522819,POSTERIOR,1,1,,,1,0
1-144765046552,151,1575,INSTALACIÓN,4.620764,POSTERIOR,1,0.666666667,,,0,0
1-145329848428,97,704,FISCALIZACIÓN ESPECIAL,0.011147,EN VIVO,,,,,,1
1-144747345720,178,712,TROUBLE CALL,28.591495,POSTERIOR,1,1,,,1,0
1-144410557626,139,706,INSTALACIÓN,40.205075,POSTERIOR,1,1,,,1,0
1-145331400652,388,14909,INSTALACIÓN,21.016481,EN VIVO,1,1,1,1,1,0
1-145231339619,185,7987,TROUBLE CALL,42.685268,POSTERIOR,1,1,,,0.5,0
1-145126306554,347,1786,INSTALACIÓN,56.5365,POSTERIOR,1,0.666666667,,,1,0
1-145374165772,148,1606,TROUBLE CALL,44.648891,EN VIVO,0.75,1,1,1,1,0
1-144318254512,142,19343,TROUBLE CALL,26.685608,POSTERIOR,0,1,,,1,0
1-140117580992,117,698,TROUBLE CALL,35.260145,POSTERIOR,1,1,,,1,0
1-144950513431,156,2530,INSTALACIÓN,17.470781,POSTERIOR,1,1,,,1,0
1-145244811901,166,14216,TROUBLE CALL,57.550333,EN VIVO,1,1,1,1,1,0
1-145383608875,167,8516,FISCALIZACIÓN ESPECIAL,0.000561,EN VIVO,,,,,,1
1-145383608875,167,8516,FISCALIZACIÓN ESPECIAL,0.004947,EN VIVO,,,,,,1
1-145316414140,161,10287,FISCALIZACIÓN ESPECIAL,0.007889,POSTERIOR,,,,,,0
1-144152280804,172,700,TROUBLE CALL,34.544019,POSTERIOR,1,0.333333333,,,1,0
1-145285926071,97,704,TROUBLE CALL,12.670499,POSTERIOR,1,1,,,1,0
1-145164670017,399,18883,TROUBLE CALL,54.346249,POSTERIOR,1,1,,,1,0
1-142792535589,279,14227,TROUBLE CALL,37.153037,POSTERIOR,1,1,,,1,0
1-145194633452,139,706,INSTALACIÓN,41.59793,EN VIVO,1,1,1,1,1,0
1-143998244933,97,704,TROUBLE CALL,29.845922,POSTERIOR,1,1,,,1,0
1-145055936750,161,10287,TROUBLE CALL,20.859843,EN VIVO,1,1,1,1,1,0
1-144822201318,156,2530,INSTALACIÓN,19.711255,POSTERIOR,0,0.833333333,,,0,0
1-145261799808,97,704,TROUBLE CALL,58.024971,EN VIVO,1,1,1,1,1,0
1-145186543763,245,10546,TROUBLE CALL,53.539516,EN VIVO,1,1,1,1,1,0
1-145241223292,97,704,TROUBLE CALL,26.996646,EN VIVO,1,1,1,1,1,0
1-144219091970,305,14228,CAMBIO TOTAL DE ACOMETIDA,0.007077,POSTERIOR,1,1,,,1,0
1-144871234668,143,696,TROUBLE CALL,30.291373,POSTERIOR,1,1,,,1,0
1-144788906938,347,1786,INSTALACIÓN,30.211818,POSTERIOR,1,0.666666667,,,0,0
1-145269987454,100,14407,TROUBLE CALL,27.846031,POSTERIOR,1,1,,,1,0
1-145164761548,109,24323,TROUBLE CALL,46.164302,POSTERIOR,1,1,,,1,0
1-145118246679,161,10287,TROUBLE CALL,10.80791,EN VIVO,1,1,1,1,1,0
1-144131906027,196,19361,TROUBLE CALL,4.820056,POSTERIOR,1,1,,,1,0
1-145058201012,195,22161,INSTALACIÓN,24.184656,POSTERIOR,1,1,,,1,0
1-144866374901,388,14909,TROUBLE CALL,7.20754,POSTERIOR,1,1,,,0.5,0
1-145056642097,388,14909,CAMBIO TOTAL DE ACOMETIDA,0.000221,POSTERIOR,,1,,,,0
1-145056642097,388,14909,FISCALIZACIÓN ESPECIAL,0.000718,POSTERIOR,,,,,,0
1-144376234522,399,18883,INSTALACIÓN,22.494597,POSTERIOR,1,1,,,1,0
1-145175438105,112,705,FISCALIZACIÓN ESPECIAL,0.002467,EN VIVO,,,,,,1
1-145044997021,152,2631,INSTALACIÓN,21.652354,POSTERIOR,0,0.833333333,,,1,0
1-145140561312,398,15954,FISCALIZACIÓN ESPECIAL,0.001254,EN VIVO,,,,,,1
1-145191611114,166,10278,FISCALIZACIÓN ESPECIAL,0.000767,EN VIVO,,,,,,1
1-144392959809,347,1786,INSTALACIÓN,16.081322,POSTERIOR,1,0.833333333,,,0,0
1-144996105190,195,22161,INSTALACIÓN,42.952479,EN VIVO,1,1,1,1,0.8,0
1-145174517028,305,14228,TROUBLE CALL,16.723219,EN VIVO,1,1,1,1,1,0
1-144403785627,347,3561,INSTALACIÓN,15.609745,POSTERIOR,1,0.833333333,,,0,0
1-144239107580,185,7987,TROUBLE CALL,47.528277,POSTERIOR,1,1,,,0.5,0
1-144801794677,151,1575,FISCALIZACIÓN ESPECIAL,0.003395,POSTERIOR,,,,,,0
1-145182015642,398,15954,FISCALIZACIÓN ESPECIAL,0.004261,EN VIVO,,,,,,1
1-145182015642,398,15954,INSTALACIÓN,55.634464,EN VIVO,1,1,1,1,1,0
1-145211489885,178,712,TROUBLE CALL,36.952069,EN VIVO,1,1,1,1,1,0
1-144785775027,156,5990,FISCALIZACIÓN ESPECIAL,0.001076,POSTERIOR,,,,,,0
1-143497130488,161,10287,TROUBLE CALL,57.517939,POSTERIOR,1,1,,,1,0
1-145088949595,140,718,FISCALIZACIÓN ESPECIAL,0.066819,EN VIVO,,,,,,1
1-144688868013,156,2530,INSTALACIÓN,34.019083,POSTERIOR,1,0.833333333,,,0,0
1-144191457335,245,10546,TROUBLE CALL,55.591314,POSTERIOR,1,0.75,,,0.5,0
1-144902044660,143,696,CAMBIO TOTAL DE ACOMETIDA,0.002308,POSTERIOR,1,1,,,1,0
1-145202026047,154,717,TROUBLE CALL,42.632421,EN VIVO,1,0.8,1,1,0.833333333,0
1-145197353312,201,703,FISCALIZACIÓN ESPECIAL,0.000332,EN VIVO,,,,,,1
1-143776733570,167,693,TROUBLE CALL,15.413657,POSTERIOR,1,1,,,1,0
1-145106126302,233,715,INSTALACIÓN,49.88677,POSTERIOR,1,0.666666667,,,1,0
1-144992901512,398,15954,INSTALACIÓN,35.303838,POSTERIOR,1,1,,,1,0
1-144789543756,156,5990,INSTALACIÓN,31.198975,POSTERIOR,1,1,,,1,0
1-143599097676,237,2858,INSTALACIÓN,41.965372,POSTERIOR,1,1,,,1,0
1-145194900395,139,706,TROUBLE CALL,6.503892,EN VIVO,1,1,1,1,1,1
1-145202990164,113,28102,FISCALIZACIÓN ESPECIAL,0.002667,EN VIVO,,,,,,1
1-143480502245,151,1575,INSTALACIÓN,18.637969,POSTERIOR,1,0.833333333,,,0,0
1-144571247095,154,717,INSTALACIÓN,54.803758,POSTERIOR,1,0.333333333,,,1,0
1-145454398462,398,15954,INSTALACIÓN,33.727193,EN VIVO,1,1,1,1,1,0
1-143633050542,166,10278,INSTALACIÓN,11.25919,POSTERIOR,1,1,,,1,0
1-143962468338,388,14909,CAMBIO TOTAL DE ACOMETIDA,0.000416,POSTERIOR,1,1,,,1,0
1-145421545366,142,19343,TROUBLE CALL,6.830328,EN VIVO,1,1,1,1,0.833333333,1
1-144964367942,403,21262,INSTALACIÓN,46.171778,POSTERIOR,1,1,,,1,0
1-145433042222,305,14228,INSTALACIÓN,37.742787,POSTERIOR,1,1,,,1,0
1-145110391802,388,14776,INSTALACIÓN,18.813704,POSTERIOR,1,1,,,1,0
1-145320873016,113,14409,TROUBLE CALL,33.815225,POSTERIOR,1,1,,,1,0
1-145415971596,242,716,TROUBLE CALL,54.339025,EN VIVO,1,1,0.666666667,1,0.833333333,0
1-144999696582,108,14406,INSTALACIÓN,19.123619,POSTERIOR,1,1,,,1,0
1-145457400697,161,10287,TROUBLE CALL,27.6976,EN VIVO,1,1,1,1,1,0
1-145449404162,108,14406,TROUBLE CALL,31.193809,EN VIVO,1,1,1,1,1,0
1-144718768895,201,703,FISCALIZACIÓN ESPECIAL,0.004348,POSTERIOR,,,,,,0
1-145436202351,118,14372,TROUBLE CALL,45.444561,EN VIVO,1,1,1,1,1,0
1-145473504573,178,712,TROUBLE CALL,38.140326,POSTERIOR,1,1,,,1,0
1-145448810871,347,3561,INSTALACIÓN,29.419797,POSTERIOR,1,1,,,1,0
1-145639304511,135,1361,TROUBLE CALL,48.306753,EN VIVO,1,1,1,1,1,0
1-144807638461,196,19361,INSTALACIÓN,22.480997,POSTERIOR,0,0.166666667,,,1,0
1-145637960932,139,706,TROUBLE CALL,47.638229,EN VIVO,1,1,1,1,1,0
1-145405274000,388,663,TROUBLE CALL,28.804923,POSTERIOR,1,1,,,1,0
1-145170311482,171,8221,INSTALACIÓN,42.304213,POSTERIOR,1,1,,,1,0
1-145711888648,403,21262,CAMBIO TOTAL DE ACOMETIDA,0.008319,EN VIVO,1,1,1,1,1,1
1-145656023327,148,1606,TROUBLE CALL,4.584924,EN VIVO,1,1,1,0.5,1,1
1-145529012742,171,8221,TROUBLE CALL,24.203978,POSTERIOR,1,1,,,1,0
1-145639005031,388,663,TROUBLE CALL,11.151326,EN VIVO,1,1,1,1,1,0
1-145417989484,109,24323,INSTALACIÓN,45.284149,EN VIVO,1,0.666666667,1,1,1,0
1-145515978274,347,3561,INSTALACIÓN,45.701221,POSTERIOR,1,1,,,1,0
1-145648870762,398,15954,FISCALIZACIÓN ESPECIAL,0.003613,EN VIVO,,,,,,1
1-145603319970,196,19361,TROUBLE CALL,1.044395,EN VIVO,1,1,1,1,1,1
1-145664314493,154,717,TROUBLE CALL,43.106459,EN VIVO,1,1,1,1,0.833333333,0
1-145113373195,156,2530,INSTALACIÓN,32.400104,POSTERIOR,1,1,,,1,0
1-145563123489,148,1606,TROUBLE CALL,24.318173,EN VIVO,1,1,1,1,1,0
1-144218891003,196,19361,INSTALACIÓN,4.837595,POSTERIOR,1,1,,,1,0
1-145543913173,143,696,TROUBLE CALL,33.079561,POSTERIOR,1,1,,,1,0
1-143713783163,108,14406,INSTALACIÓN,32.667243,POSTERIOR,1,0.833333333,,,1,0
1-145526483762,398,15954,INSTALACIÓN,32.102617,POSTERIOR,1,1,,,1,0
1-145494021138,347,1786,INSTALACIÓN,33.487357,POSTERIOR,1,1,,,1,0
1-145172460682,156,5990,INSTALACIÓN,46.257041,POSTERIOR,1,0.833333333,,,0,0
1-145587967538,148,1606,INSTALACIÓN,40.521148,EN VIVO,1,1,1,1,0.8,0
1-145093583905,347,3561,INSTALACIÓN,50.987032,POSTERIOR,1,1,,,1,0
1-145611740518,399,18883,TROUBLE CALL,5.877289,EN VIVO,1,1,1,1,1,1
1-145141053307,161,3350,CAMBIO TOTAL DE ACOMETIDA,0.005649,POSTERIOR,0,1,,,1,0
1-144229853545,167,8516,TROUBLE CALL,16.482412,POSTERIOR,1,1,,,0.5,0
1-145184080811,143,696,INSTALACIÓN,38.437861,POSTERIOR,1,1,,,1,0
1-145593786535,143,696,TROUBLE CALL,57.366214,EN VIVO,1,1,1,1,0.833333333,0
1-143965442172,189,14461,INSTALACIÓN,53.553143,POSTERIOR,1,1,,,1,0
1-145665840731,118,14372,TROUBLE CALL,53.363816,EN VIVO,1,1,1,1,1,0
1-145608349537,223,4993,TROUBLE CALL,39.605042,EN VIVO,1,1,1,1,1,0
1-144321605452,233,715,FISCALIZACIÓN ESPECIAL,0.000646,POSTERIOR,,,,,,0
1-145613947765,100,14407,FISCALIZACIÓN ESPECIAL,0.008297,EN VIVO,,,,,,1
1-144829577291,196,19361,TROUBLE CALL,29.963194,POSTERIOR,1,1,,,1,0
1-145632034357,167,693,FISCALIZACIÓN ESPECIAL,0.031299,EN VIVO,,,,,,1
1-142973973770,223,4993,INSTALACIÓN,57.362828,POSTERIOR,0,0.833333333,,,1,0
1-144206448388,237,2858,TROUBLE CALL,35.551148,POSTERIOR,1,1,,,1,0
1-145109893202,403,21262,INSTALACIÓN,27.449677,POSTERIOR,1,1,,,1,0
1-144966097330,109,24323,INSTALACIÓN,54.618957,POSTERIOR,1,1,,,1,0
1-144783568393,185,7987,CAMBIO TOTAL DE ACOMETIDA,0.000227,POSTERIOR,1,1,,,1,0
1-144679665962,161,3350,TROUBLE CALL,41.659764,POSTERIOR,0,0.666666667,,,0.5,0
1-143790881782,161,10287,INSTALACIÓN,29.241205,POSTERIOR,1,0.666666667,,,1,0
1-145599108570,113,14409,TROUBLE CALL,33.693162,EN VIVO,1,1,1,1,0.833333333,0
1-145535346752,398,15954,INSTALACIÓN,7.376702,POSTERIOR,1,0.833333333,,,1,0
1-145544248096,237,2858,FISCALIZACIÓN ESPECIAL,0.001196,EN VIVO,,,,,,1
1-144777200686,156,5990,INSTALACIÓN,59.685853,POSTERIOR,1,0.833333333,,,1,0
1-145037818222,403,21262,INSTALACIÓN,0.291181,POSTERIOR,1,1,,,1,0
1-145488673295,242,716,TROUBLE CALL,57.255254,EN VIVO,1,1,1,1,0.833333333,0
1-145523164650,171,8221,INSTALACIÓN,36.500788,POSTERIOR,1,1,,,1,0
1-145440239024,148,1606,FISCALIZACIÓN ESPECIAL,0.056662,EN VIVO,,,,,,0
1-145483679219,185,7987,FISCALIZACIÓN ESPECIAL,0.006931,POSTERIOR,,,,,,0
1-145580871610,242,12002,TROUBLE CALL,4.179168,EN VIVO,1,1,1,1,0.833333333,1
1-145032089118,139,706,INSTALACIÓN,19.897848,POSTERIOR,1,0.833333333,,,0,0
1-145506912225,195,22161,TROUBLE CALL,21.59769,EN VIVO,1,1,1,1,0.833333333,0
1-144236687777,166,10278,TROUBLE CALL,25.731873,POSTERIOR,1,1,,,1,0
1-145022470151,97,704,TROUBLE CALL,29.709865,POSTERIOR,1,1,,,1,0
1-145062622322,403,21262,INSTALACIÓN,46.027642,POSTERIOR,1,1,,,1,0
1-145594741469,388,663,TROUBLE CALL,22.268194,EN VIVO,1,1,1,1,1,0
1-144702993262,166,14216,INSTALACIÓN,54.13822,POSTERIOR,1,1,,,1,0
1-145607550099,237,2858,FISCALIZACIÓN ESPECIAL,0.011958,EN VIVO,,,,,,1
1-145519949131,201,703,TROUBLE CALL,23.243381,EN VIVO,1,1,1,1,1,0
1-145546797228,242,716,TROUBLE CALL,1.918003,EN VIVO,1,1,1,1,0.833333333,1
1-145100417491,97,704,FISCALIZACIÓN ESPECIAL,0.001114,EN VIVO,,,,,,1
1-145452713922,398,15954,INSTALACIÓN,55.698163,POSTERIOR,1,1,,,1,0
1-145274789585,233,715,INSTALACIÓN,41.216334,POSTERIOR,1,1,,,1,0
1-145534456161,135,1361,TROUBLE CALL,27.111164,EN VIVO,1,1,1,1,1,0
1-144996179391,237,2858,TROUBLE CALL,5.765706,POSTERIOR,1,1,,,1,0
1-145498736820,143,696,CAMBIO TOTAL DE ACOMETIDA,0.000437,POSTERIOR,1,1,,,1,0
1-145523563197,161,10287,TROUBLE CALL,17.217074,EN VIVO,1,1,1,1,1,0
1-145209310052,156,12578,INSTALACIÓN,8.060316,POSTERIOR,1,0.166666667,,,1,0
1-145319868781,100,14407,CAMBIO TOTAL DE ACOMETIDA,0.00033,POSTERIOR,1,1,,,1,0
1-145508148172,398,15954,INSTALACIÓN,10.449133,POSTERIOR,1,1,,,1,0
1-145275048799,347,1786,INSTALACIÓN,34.279013,POSTERIOR,1,1,,,1,0
1-145425185012,189,14461,INSTALACIÓN,28.403627,POSTERIOR,1,0.666666667,,,1,0
1-145516402428,166,10278,TROUBLE CALL,59.044799,EN VIVO,1,1,1,1,1,0
1-143873265430,139,706,FISCALIZACIÓN ESPECIAL,0.000468,POSTERIOR,,,,,,0
1-145122327000,185,7987,TROUBLE CALL,50.275238,POSTERIOR,1,1,,,1,0
1-145117376802,388,14909,INSTALACIÓN,0.91384,POSTERIOR,1,1,,,1,0
1-145174733641,156,2530,INSTALACIÓN,28.916452,POSTERIOR,1,1,,,1,0
1-144958450711,388,14776,TROUBLE CALL,51.485438,POSTERIOR,1,1,,,1,0
1-145415753446,171,8221,TROUBLE CALL,7.303052,POSTERIOR,1,1,,,1,0
1-145140379345,143,696,CAMBIO TOTAL DE ACOMETIDA,0.000183,POSTERIOR,1,1,,,1,0
1-145399525761,166,10278,TROUBLE CALL,46.829785,EN VIVO,1,1,1,1,1,0
1-144453175852,189,14461,TROUBLE CALL,44.018978,POSTERIOR,1,1,,,1,0
1-144958342068,388,14776,CAMBIO TOTAL DE ACOMETIDA,0.008447,POSTERIOR,1,1,,,1,0
1-145520853553,178,712,TROUBLE CALL,21.938891,EN VIVO,1,1,1,1,1,0
1-145228207419,237,2858,TROUBLE CALL,36.522116,EN VIVO,1,1,1,1,1,0
1-145491936626,195,22161,TROUBLE CALL,59.639962,EN VIVO,1,1,0.666666667,1,1,0
1-145252100386,152,2631,INSTALACIÓN,28.327669,POSTERIOR,1,0.833333333,,,1,0
1-144867225702,195,22161,INSTALACIÓN,36.486501,POSTERIOR,0,0.5,,,0,0
1-145523049362,142,19343,TROUBLE CALL,49.534437,EN VIVO,1,1,1,1,0.666666667,0
1-144541172172,156,12578,INSTALACIÓN,34.530903,POSTERIOR,1,0.5,,,1,0
1-144614872696,305,14228,TROUBLE CALL,15.410341,POSTERIOR,1,1,,,1,0
1-144892412212,139,706,INSTALACIÓN,46.804037,POSTERIOR,1,1,,,1,0
1-145340264332,135,1361,INSTALACIÓN,18.858518,POSTERIOR,1,1,,,1,0
1-142727486828,237,2858,TROUBLE CALL,18.844961,POSTERIOR,1,1,,,1,0
1-145457716902,398,15954,INSTALACIÓN,51.474332,POSTERIOR,1,1,,,1,0
1-144167620915,172,700,FISCALIZACIÓN ESPECIAL,0.000593,POSTERIOR,,,,,,0
