NUMEROORDEN,IDCERCO,IDFISCAL,EVENTO,TIEMPO,MODOFISCALIZACION,PROCESOS,EJECUCION,ADMINISTRACION,SEGURIDAD,ENTREGA,FLAG_AUDITAR
1-145447366052,148,1606,INSTALACIÓN,13.528258,EN VIVO,1,1,1,1,1,0
1-145366709504,166,14216,TROUBLE CALL,18.97312,EN VIVO,1,1,1,1,1,0
1-140124413907,117,698,CAMBIO TOTAL DE ACOMETIDA,0.000189,POSTERIOR,1,1,,,1,0
1-145499230273,167,8516,FISCALIZACIÓN ESPECIAL,0.000515,EN VIVO,,,,,,1
1-144198027749,118,14372,INSTALACIÓN,12.804683,POSTERIOR,1,1,,,1,0
1-145750237519,167,8002,FISCALIZACIÓN ESPECIAL,0.01175,EN VIVO,,,,,,1
1-145363107294,143,696,TROUBLE CALL,47.891342,POSTERIOR,1,1,,,1,0
1-145033366524,154,717,FISCALIZACIÓN ESPECIAL,0.023716,POSTERIOR,,,,,,0
1-145916600617,161,10287,TROUBLE CALL,46.960869,EN VIVO,1,1,1,1,1,0
1-145852850183,305,14228,FISCALIZACIÓN ESPECIAL,0.007022,EN VIVO,,,,,,1
1-145895192243,166,14216,TROUBLE CALL,37.859284,EN VIVO,1,1,1,1,1,0
1-145910226104,201,703,TROUBLE CALL,57.363514,EN VIVO,1,1,1,1,1,0
1-144548990052,151,1575,INSTALACIÓN,50.295783,POSTERIOR,1,0.666666667,,,1,0
1-145827941117,100,14407,FISCALIZACIÓN ESPECIAL,0.00351,EN VIVO,,,,,,1
1-145870159502,166,14216,FISCALIZACIÓN ESPECIAL,0.006854,EN VIVO,,,,,,1
1-144964175790,388,14909,FISCALIZACIÓN ESPECIAL,0.009282,POSTERIOR,,,,,,0
1-145901889898,166,14216,FISCALIZACIÓN ESPECIAL,0.001191,EN VIVO,,,,,,1
1-145903097038,388,663,TROUBLE CALL,38.56728,EN VIVO,1,1,1,1,1,0
1-145438124212,198,701,INSTALACIÓN,45.344463,POSTERIOR,0,1,,,1,0
1-145133990834,245,10546,TROUBLE CALL,30.643748,POSTERIOR,1,1,,,1,0
1-145688429283,178,712,TROUBLE CALL,44.335807,EN VIVO,1,1,1,1,1,0
1-145909641222,151,1575,TROUBLE CALL,7.657866,EN VIVO,1,1,1,1,0.666666667,1
1-145914988762,109,24323,TROUBLE CALL,10.023249,POSTERIOR,1,1,,,1,0
1-145459423275,118,14372,TROUBLE CALL,28.375979,POSTERIOR,1,0.666666667,,,1,0
1-145023387382,242,716,INSTALACIÓN,9.169897,POSTERIOR,1,1,,,1,0
1-144881292692,161,10287,INSTALACIÓN,18.029834,POSTERIOR,1,0.666666667,,,1,0
1-145877449169,167,693,TROUBLE CALL,45.466723,EN VIVO,1,1,1,1,1,0
1-145922244539,388,14909,INSTALACIÓN,10.179984,EN VIVO,1,1,1,1,1,0
1-144868093433,388,7398,TROUBLE CALL,21.177081,POSTERIOR,0,1,,,1,0
1-140773798058,135,1361,TROUBLE CALL,2.965582,POSTERIOR,1,1,,,1,0
1-145822944572,189,14461,INSTALACIÓN,47.403678,POSTERIOR,1,1,,,1,0
1-144635829476,156,5990,INSTALACIÓN,6.306705,POSTERIOR,1,1,,,1,0
1-145867458922,388,663,TROUBLE CALL,50.161056,EN VIVO,1,1,1,1,1,0
1-145768615499,112,705,FISCALIZACIÓN ESPECIAL,0.001105,EN VIVO,,,,,,0
1-145266437382,398,15954,INSTALACIÓN,48.092914,POSTERIOR,1,1,,,1,0
1-145373943618,347,3561,INSTALACIÓN,23.103365,POSTERIOR,1,1,,,1,0
1-145366971322,109,24323,INSTALACIÓN,22.614978,POSTERIOR,1,1,,,1,0
1-145738318055,109,24323,TROUBLE CALL,12.821503,EN VIVO,1,1,1,1,0.833333333,0
1-144605514012,109,24323,INSTALACIÓN,16.707445,POSTERIOR,1,1,,,1,0
1-144400432619,143,696,TROUBLE CALL,31.152007,POSTERIOR,1,1,,,1,0
1-145847429141,233,715,TROUBLE CALL,13.517656,POSTERIOR,1,1,,,1,0
1-145233112205,388,14776,TROUBLE CALL,44.463363,POSTERIOR,1,1,,,1,0
1-145849152147,242,12002,TROUBLE CALL,47.989098,POSTERIOR,1,1,,,1,0
1-145805948860,143,696,TROUBLE CALL,36.05753,EN VIVO,1,1,1,1,0.833333333,0
1-145467533392,100,14407,CAMBIO TOTAL DE ACOMETIDA,0.001608,POSTERIOR,0,0,,,0.5,0
1-144728457121,388,663,TROUBLE CALL,46.328896,POSTERIOR,0,1,,,1,0
1-145131405802,388,14909,INSTALACIÓN,45.468259,POSTERIOR,1,1,,,1,0
1-144465005304,143,696,INSTALACIÓN,35.974397,POSTERIOR,1,1,,,1,0
1-145788532101,237,2858,FISCALIZACIÓN ESPECIAL,0.000615,EN VIVO,,,,,,1
1-145788532101,237,2858,TROUBLE CALL,8.370293,EN VIVO,1,1,1,1,1,1
1-145579465258,245,10546,INSTALACIÓN,49.29558,POSTERIOR,1,0.5,,,1,0
1-145174965672,398,15954,INSTALACIÓN,39.968998,POSTERIOR,1,1,,,1,0
1-145541366484,189,14461,CAMBIO TOTAL DE ACOMETIDA,0.007438,POSTERIOR,1,1,,,1,0
1-145711534180,171,8221,TROUBLE CALL,30.042323,POSTERIOR,1,1,,,1,0
1-145698834303,171,8221,TROUBLE CALL,14.895567,POSTERIOR,1,1,,,1,0
1-145790872362,156,12578,TROUBLE CALL,17.653349,EN VIVO,1,1,1,1,1,0
1-145884936081,113,14409,TROUBLE CALL,47.999728,EN VIVO,1,1,1,1,1,0
1-145832242995,118,14372,TROUBLE CALL,6.814286,EN VIVO,1,1,1,1,1,1
1-145260762674,347,3561,INSTALACIÓN,15.451198,POSTERIOR,1,1,,,1,0
1-145800095745,112,705,FISCALIZACIÓN ESPECIAL,0.032631,EN VIVO,,,,,,1
1-144275209430,388,663,TROUBLE CALL,54.146201,POSTERIOR,0,1,,,1,0
1-145839498520,166,10278,TROUBLE CALL,20.07005,EN VIVO,1,1,1,1,1,0
1-145842494042,398,15954,INSTALACIÓN,10.024844,POSTERIOR,1,1,,,1,0
1-145853180802,112,705,FISCALIZACIÓN ESPECIAL,0.003462,EN VIVO,,,,,,1
1-145853180802,112,705,TROUBLE CALL,19.429738,EN VIVO,1,1,1,1,0.833333333,0
1-145728563251,388,14909,CAMBIO TOTAL DE ACOMETIDA,0.000369,POSTERIOR,1,1,,,1,0
1-145236098500,347,1786,FISCALIZACIÓN ESPECIAL,0.004968,POSTERIOR,,,,,,0
1-143992569372,388,7398,FISCALIZACIÓN ESPECIAL,0.007382,POSTERIOR,,,,,,0
1-142638730133,399,18883,INSTALACIÓN,51.708709,POSTERIOR,1,1,,,1,0
1-145536521392,195,22161,FISCALIZACIÓN ESPECIAL,0.003985,POSTERIOR,,,,,,0
1-145651857427,139,706,INSTALACIÓN,13.610482,POSTERIOR,1,1,,,1,0
1-145740873082,388,14776,INSTALACIÓN,11.589742,EN VIVO,1,1,1,1,1,0
1-145804186166,388,14909,CAMBIO TOTAL DE ACOMETIDA,0.000233,EN VIVO,1,1,1,1,1,1
1-145711868938,185,7987,CAMBIO TOTAL DE ACOMETIDA,0.001483,POSTERIOR,1,0.333333333,,,1,0
1-143726126591,135,1361,CAMBIO TOTAL DE ACOMETIDA,0.00994,POSTERIOR,1,1,,,1,0
1-144852204495,388,14909,INSTALACIÓN,36.77598,POSTERIOR,1,1,,,1,0
1-145683490594,178,712,INSTALACIÓN,11.04776,POSTERIOR,0,0.833333333,,,1,0
1-144628084065,156,5990,INSTALACIÓN,10.288181,POSTERIOR,0,0.666666667,,,1,0
1-145738981989,305,14228,FISCALIZACIÓN ESPECIAL,0.007537,EN VIVO,,,,,,1
1-145813273837,242,12002,FISCALIZACIÓN ESPECIAL,0.007312,EN VIVO,,,,,,1
1-145530074980,156,2530,INSTALACIÓN,32.540284,POSTERIOR,1,0.666666667,,,1,0
1-145536013863,167,8516,TROUBLE CALL,38.362943,POSTERIOR,1,0.666666667,,,1,0
1-145246059762,201,703,FISCALIZACIÓN ESPECIAL,0.001144,POSTERIOR,,,,,,0
1-145246059762,201,703,INSTALACIÓN,42.232084,POSTERIOR,1,1,,,1,0
1-145270420616,156,2530,INSTALACIÓN,59.350089,POSTERIOR,1,1,,,1,0
1-145773236996,233,715,FISCALIZACIÓN ESPECIAL,0.001725,EN VIVO,,,,,,1
1-145773236996,233,715,TROUBLE CALL,57.079857,EN VIVO,1,1,1,1,0.833333333,0
1-145112910245,347,1786,INSTALACIÓN,57.317788,POSTERIOR,1,1,,,0,0
1-145775558369,201,703,FISCALIZACIÓN ESPECIAL,0.003372,EN VIVO,,,,,,1
1-144823105886,157,11964,TROUBLE CALL,15.682985,POSTERIOR,1,1,,,1,0
1-145772135928,142,19343,TROUBLE CALL,27.1965,EN VIVO,1,1,1,1,0.833333333,0
1-145201251096,347,3561,INSTALACIÓN,55.409554,POSTERIOR,1,1,,,0,0
1-145730545035,388,7398,FISCALIZACIÓN ESPECIAL,0.003432,EN VIVO,,,,,,1
1-145663244022,398,15954,INSTALACIÓN,13.267291,POSTERIOR,1,1,,,1,0
1-145617530875,198,701,INSTALACIÓN,9.27392,POSTERIOR,0,1,,,1,0
1-144615418412,237,2858,FISCALIZACIÓN ESPECIAL,0.001494,POSTERIOR,,,,,,0
1-144615418412,237,2858,INSTALACIÓN,49.793357,POSTERIOR,1,0.666666667,,,1,0
1-145714015212,167,8002,TROUBLE CALL,15.87041,POSTERIOR,1,1,,,1,0
1-145702929289,167,8516,FISCALIZACIÓN ESPECIAL,0.021475,EN VIVO,,,,,,1
1-145732930769,154,717,TROUBLE CALL,40.96605,EN VIVO,0.8,1,1,1,1,0
1-145453473688,112,705,TROUBLE CALL,3.20794,POSTERIOR,1,1,,,1,0
1-145869439622,388,14909,FISCALIZACIÓN ESPECIAL,0.00502,EN VIVO,,,,,,1
1-145001936558,347,1786,INSTALACIÓN,29.704431,POSTERIOR,1,1,,,1,0
1-144371920639,388,7398,INSTALACIÓN,12.379618,POSTERIOR,1,1,,,1,0
1-145444199713,157,11964,CAMBIO TOTAL DE ACOMETIDA,0.000386,POSTERIOR,1,1,,,1,0
1-145444199713,157,11964,TROUBLE CALL,48.382234,POSTERIOR,1,1,,,1,0
1-145735815823,154,717,TROUBLE CALL,17.835692,POSTERIOR,1,0.333333333,,,1,0
1-145536020612,156,2530,FISCALIZACIÓN ESPECIAL,0.003922,POSTERIOR,,,,,,0
1-145676509072,139,706,TROUBLE CALL,46.241341,POSTERIOR,1,0.333333333,,,0,0
1-145516956162,198,701,TROUBLE CALL,56.395547,POSTERIOR,1,1,,,1,0
1-145911966913,142,19343,TROUBLE CALL,27.565891,EN VIVO,1,1,1,1,0.666666667,0
1-140812509624,305,14228,TROUBLE CALL,27.566661,POSTERIOR,1,1,,,1,0
1-145038473220,347,3561,INSTALACIÓN,35.765951,POSTERIOR,1,0.833333333,,,0,0
1-145795687405,154,717,TROUBLE CALL,55.131408,POSTERIOR,1,1,,,1,0
1-145895320757,139,706,TROUBLE CALL,22.246287,POSTERIOR,1,1,,,1,0
1-145523182048,347,1786,INSTALACIÓN,21.181773,POSTERIOR,1,1,,,1,0
1-145585475242,195,22161,INSTALACIÓN,17.242691,POSTERIOR,1,1,,,1,0
1-142352789667,156,2530,INSTALACIÓN,4.141011,POSTERIOR,1,0.833333333,,,1,0
1-145968930931,167,8516,FISCALIZACIÓN ESPECIAL,0.008362,EN VIVO,,,,,,1
1-144824694879,135,1361,INSTALACIÓN,57.724653,POSTERIOR,1,1,,,1,0
1-145282607812,403,21262,INSTALACIÓN,28.167224,POSTERIOR,1,1,,,1,0
1-145678569995,195,22161,INSTALACIÓN,20.289116,POSTERIOR,1,0.833333333,,,1,0
1-145170448214,161,3350,TROUBLE CALL,34.283877,POSTERIOR,0,0.666666667,,,0.5,0
1-145908513324,172,700,TROUBLE CALL,3.337704,EN VIVO,1,1,1,1,0.833333333,1
1-144609087136,156,5990,INSTALACIÓN,45.19294,POSTERIOR,1,0.833333333,,,0,0
1-145635994888,189,14461,CAMBIO TOTAL DE ACOMETIDA,0.016069,POSTERIOR,1,1,,,1,0
1-145961375344,100,14407,FISCALIZACIÓN ESPECIAL,0.000278,EN VIVO,,,,,,1
1-145961375344,100,14407,FISCALIZACIÓN ESPECIAL,0.000566,EN VIVO,,,,,,1
1-145960261886,388,663,TROUBLE CALL,39.531474,EN VIVO,1,1,1,1,1,0
1-146015549777,245,10546,TROUBLE CALL,11.787833,POSTERIOR,1,1,,,1,0
1-145619855634,97,704,INSTALACIÓN,39.225207,POSTERIOR,1,1,,,1,0
1-145662227485,189,14461,TROUBLE CALL,39.949943,POSTERIOR,1,1,,,1,0
1-145998176993,388,14776,INSTALACIÓN,28.133016,POSTERIOR,1,1,,,1,0
1-144254122419,118,14372,TROUBLE CALL,30.24551,POSTERIOR,1,1,,,1,0
1-145800102122,233,715,INSTALACIÓN,18.765797,POSTERIOR,1,1,,,1,0
1-145835675355,189,14461,CAMBIO TOTAL DE ACOMETIDA,0.000206,POSTERIOR,1,1,,,1,0
1-145980885319,118,14372,FISCALIZACIÓN ESPECIAL,0.008198,EN VIVO,,,,,,1
1-145980885319,118,14372,TROUBLE CALL,26.487756,EN VIVO,1,1,1,1,1,0
1-145113804972,242,716,INSTALACIÓN,8.013526,EN VIVO,1,1,1,1,1,1
1-145531848758,118,14372,TROUBLE CALL,2.097279,POSTERIOR,1,0.666666667,,,1,0
1-145996888715,242,12002,TROUBLE CALL,19.338075,EN VIVO,1,1,1,1,0.833333333,0
1-145969894731,167,8002,TROUBLE CALL,36.28807,EN VIVO,1,1,1,1,1,0
1-146011536602,148,1606,INSTALACIÓN,22.713735,POSTERIOR,1,1,,,1,0
1-145713147880,140,718,INSTALACIÓN,57.004041,POSTERIOR,1,1,,,1,0
1-142606303665,233,715,INSTALACIÓN,3.509549,POSTERIOR,1,1,,,1,0
1-145980564587,139,706,TROUBLE CALL,11.123036,EN VIVO,1,1,1,1,1,0
1-144869972604,172,700,INSTALACIÓN,35.180653,POSTERIOR,1,1,,,1,0
1-145980965416,172,700,TROUBLE CALL,52.85702,EN VIVO,1,1,1,1,1,0
1-145494272817,388,14909,TROUBLE CALL,56.636608,POSTERIOR,1,1,,,1,0
1-145492597792,156,2530,INSTALACIÓN,23.090373,POSTERIOR,1,1,,,1,0
1-144628009083,347,1786,INSTALACIÓN,38.080938,POSTERIOR,1,1,,,1,0
1-144176972127,237,2858,INSTALACIÓN,20.929615,POSTERIOR,1,1,,,1,0
1-143524914944,305,14228,CAMBIO TOTAL DE ACOMETIDA,0.00977,POSTERIOR,1,1,,,1,0
1-143524914944,305,14228,TROUBLE CALL,21.222817,POSTERIOR,1,1,,,1,0
1-145354634672,161,10287,INSTALACIÓN,23.505412,POSTERIOR,0,0.5,,,1,0
1-145553767152,388,14776,INSTALACIÓN,49.701013,POSTERIOR,1,1,,,1,0
1-146038118533,161,3350,TROUBLE CALL,58.604138,EN VIVO,1,1,1,1,1,0
1-146039368194,112,705,FISCALIZACIÓN ESPECIAL,0.019238,EN VIVO,,,,,,1
1-146039368194,112,705,FISCALIZACIÓN ESPECIAL,0.000716,EN VIVO,,,,,,1
1-146039368194,112,705,TROUBLE CALL,47.940254,EN VIVO,1,1,1,1,0.833333333,0
1-145836713090,388,14909,TROUBLE CALL,8.74296,POSTERIOR,0,1,,,1,0
1-144357657293,113,14409,TROUBLE CALL,44.95677,POSTERIOR,1,1,,,1,0
1-145801733134,157,11964,CAMBIO TOTAL DE ACOMETIDA,0.000482,POSTERIOR,1,1,,,1,0
1-146040933348,100,14407,FISCALIZACIÓN ESPECIAL,0.005336,EN VIVO,,,,,,1
1-144761658120,178,712,TROUBLE CALL,16.6375,POSTERIOR,1,1,,,1,0
1-146036373965,242,716,TROUBLE CALL,12.103629,EN VIVO,1,1,1,1,0.833333333,0
1-146020496642,161,10287,TROUBLE CALL,12.706108,EN VIVO,1,1,1,1,1,0
1-145875607492,140,718,FISCALIZACIÓN ESPECIAL,0.00489,EN VIVO,,,,,,1
1-146138505793,185,7987,CAMBIO TOTAL DE ACOMETIDA,0.004171,POSTERIOR,1,1,,,1,0
1-146101414450,151,1575,TROUBLE CALL,38.109676,EN VIVO,1,1,1,1,0.833333333,0
1-145595476587,347,1786,INSTALACIÓN,26.297792,POSTERIOR,1,1,,,1,0
1-145094670582,398,15954,INSTALACIÓN,56.486358,POSTERIOR,1,0.833333333,,,1,0
1-144557723652,161,10287,CAMBIO TOTAL DE ACOMETIDA,0.052248,POSTERIOR,1,0.666666667,,,1,0
1-144612219974,154,717,INSTALACIÓN,57.13642,POSTERIOR,1,0.666666667,,,0,0
1-146089360027,399,18883,TROUBLE CALL,56.980076,POSTERIOR,1,1,,,1,0
1-145043531357,156,5990,INSTALACIÓN,4.754382,POSTERIOR,1,1,,,0,0
1-146159793738,156,2530,INSTALACIÓN,31.491006,POSTERIOR,1,1,,,1,0
1-145514648079,100,14407,CAMBIO TOTAL DE ACOMETIDA,0.000268,POSTERIOR,1,1,,,1,0
1-145739715618,118,14372,CAMBIO TOTAL DE ACOMETIDA,0.000173,POSTERIOR,1,1,,,1,0
1-145739715618,118,14372,TROUBLE CALL,18.660454,POSTERIOR,1,1,,,1,0
1-145673564246,156,2530,INSTALACIÓN,44.756518,POSTERIOR,1,1,,,1,0
1-145630826815,156,5990,INSTALACIÓN,31.157087,POSTERIOR,1,0.833333333,,,0,0
1-146020699030,151,1575,TROUBLE CALL,23.984124,EN VIVO,1,1,1,1,0.666666667,0
1-145260760640,347,1786,INSTALACIÓN,20.693757,POSTERIOR,1,0.833333333,,,0,0
1-146089463463,166,10278,TROUBLE CALL,15.208314,EN VIVO,1,1,1,1,1,0
1-144196072982,143,696,INSTALACIÓN,46.974489,POSTERIOR,1,0.666666667,,,1,0
1-141399594965,305,14228,TROUBLE CALL,46.432447,POSTERIOR,1,1,,,1,0
1-145284418722,167,693,INSTALACIÓN,13.822673,POSTERIOR,1,1,,,1,0
1-145548295006,245,10546,CAMBIO TOTAL DE ACOMETIDA,0.004037,POSTERIOR,1,1,,,1,0
1-145189499730,156,5990,FISCALIZACIÓN ESPECIAL,0.023139,POSTERIOR,,,,,,0
1-145752841599,198,701,TROUBLE CALL,52.266488,POSTERIOR,1,1,,,1,0
1-144664904910,195,22161,INSTALACIÓN,14.961268,POSTERIOR,1,1,,,1,0
1-146009196811,161,10287,TROUBLE CALL,37.079825,POSTERIOR,1,1,,,1,0
1-145276968312,167,693,INSTALACIÓN,19.105136,POSTERIOR,1,1,,,1,0
1-145897687598,151,1575,TROUBLE CALL,33.906974,POSTERIOR,1,1,,,1,0
1-144614856736,237,2858,TROUBLE CALL,9.21756,POSTERIOR,0,0.666666667,,,1,0
1-146007672879,195,22161,CAMBIO TOTAL DE ACOMETIDA,0.004767,POSTERIOR,0,0.333333333,,,0,0
1-146080573393,305,14228,TROUBLE CALL,6.980086,EN VIVO,1,1,1,1,1,1
1-146081539678,167,8002,FISCALIZACIÓN ESPECIAL,0.000665,EN VIVO,,,,,,1
1-146093546404,245,10546,TROUBLE CALL,25.50241,EN VIVO,1,1,1,1,1,0
1-145456488757,167,8002,TROUBLE CALL,58.556189,POSTERIOR,1,0.666666667,,,0.5,0
1-146039708680,171,8221,INSTALACIÓN,22.070137,EN VIVO,1,1,1,1,1,0
1-146020305224,237,2858,TROUBLE CALL,5.760178,EN VIVO,1,1,1,1,1,1
1-145081956577,388,14909,TROUBLE CALL,5.123415,POSTERIOR,1,1,,,1,0
1-146009810842,166,14216,FISCALIZACIÓN ESPECIAL,0.003643,EN VIVO,,,,,,1
1-145538663822,140,718,INSTALACIÓN,45.673744,POSTERIOR,1,0.666666667,,,1,0
1-145060572792,112,705,INSTALACIÓN,47.270562,POSTERIOR,1,0.166666667,,,1,0
1-145611416633,245,10546,TROUBLE CALL,58.399601,POSTERIOR,1,1,,,1,0
1-145870936763,305,14228,TROUBLE CALL,13.49833,EN VIVO,1,1,1,1,1,0
1-145945129725,156,12578,TROUBLE CALL,4.983984,POSTERIOR,1,1,,,0.5,0
1-144409456252,113,14409,INSTALACIÓN,32.382581,POSTERIOR,1,0.833333333,,,1,0
1-145285542681,156,2530,INSTALACIÓN,39.607884,POSTERIOR,1,1,,,1,0
1-146054485280,113,28102,TROUBLE CALL,52.727455,EN VIVO,1,1,1,1,1,0
1-144305691890,100,14407,TROUBLE CALL,30.242887,POSTERIOR,1,1,,,1,0
1-145259286269,388,14909,TROUBLE CALL,12.050633,POSTERIOR,1,1,,,0.5,0
1-145737198620,388,14909,TROUBLE CALL,38.170781,POSTERIOR,1,0.75,,,1,0
1-145513420317,156,5990,INSTALACIÓN,12.672089,POSTERIOR,1,1,,,0,0
1-145773801979,161,3350,TROUBLE CALL,13.305602,POSTERIOR,1,1,,,1,0
1-145901052782,100,14407,INSTALACIÓN,24.785174,POSTERIOR,1,1,,,1,0
1-145736632950,108,14406,INSTALACIÓN,39.985059,POSTERIOR,1,1,,,1,0
1-146036178016,157,11964,FISCALIZACIÓN ESPECIAL,0.004516,EN VIVO,,,,,,1
1-146177506436,100,14407,TROUBLE CALL,8.538629,EN VIVO,1,1,1,1,0.833333333,1
1-146131065632,157,11964,TROUBLE CALL,45.117479,EN VIVO,1,1,1,1,1,0
1-144606285870,109,24323,TROUBLE CALL,53.923022,POSTERIOR,1,1,,,1,0
1-145438541352,242,12002,TROUBLE CALL,1.289108,POSTERIOR,1,1,,,1,0
1-146345984900,139,706,TROUBLE CALL,13.578358,EN VIVO,1,1,1,1,1,0
1-145605236840,237,2858,FISCALIZACIÓN ESPECIAL,0.00819,POSTERIOR,,,,,,0
1-146301748896,237,2858,FISCALIZACIÓN ESPECIAL,0.001921,EN VIVO,,,,,,1
1-145782189384,347,3561,INSTALACIÓN,26.456116,POSTERIOR,0,0.833333333,,,0,0
1-146300155158,242,716,TROUBLE CALL,49.502395,EN VIVO,1,1,1,1,0.666666667,0
1-144346661776,113,28102,INSTALACIÓN,27.414963,POSTERIOR,1,1,,,1,0
1-145457352718,172,700,TROUBLE CALL,11.261714,POSTERIOR,1,1,,,1,0
1-145509940995,388,14909,TROUBLE CALL,2.801213,POSTERIOR,1,1,,,1,0
1-146249922546,403,21262,INSTALACIÓN,51.958952,EN VIVO,1,1,1,1,1,0
1-145268939461,388,663,TROUBLE CALL,48.884662,POSTERIOR,0,1,,,1,0
1-146219091685,305,14228,TROUBLE CALL,18.349628,EN VIVO,1,1,1,1,1,0
1-146313791683,201,703,TROUBLE CALL,14.639634,EN VIVO,1,1,1,1,1,0
1-146298736695,166,14216,FISCALIZACIÓN ESPECIAL,0.000288,EN VIVO,,,,,,1
1-146333986463,112,705,TROUBLE CALL,20.346982,EN VIVO,1,1,1,1,0.666666667,0
1-146170395704,167,693,CAMBIO TOTAL DE ACOMETIDA,0.000194,POSTERIOR,1,1,,,1,0
1-145887441482,242,716,INSTALACIÓN,21.651954,POSTERIOR,1,0.666666667,,,1,0
1-146340151447,157,11964,TROUBLE CALL,43.63244,EN VIVO,1,1,1,1,0.833333333,0
1-146308301214,171,8221,TROUBLE CALL,2.627918,EN VIVO,1,1,1,1,1,1
1-145740523127,347,3561,INSTALACIÓN,17.189078,POSTERIOR,1,1,,,1,0
1-145542444612,201,703,FISCALIZACIÓN ESPECIAL,0.018931,POSTERIOR,,,,,,0
1-145893771007,388,14909,TROUBLE CALL,46.532795,POSTERIOR,1,1,,,1,0
1-146310196046,201,703,TROUBLE CALL,33.895603,EN VIVO,1,1,1,1,1,0
1-146329147696,112,705,FISCALIZACIÓN ESPECIAL,0.015891,EN VIVO,,,,,,1
1-145468234644,100,14407,TROUBLE CALL,28.006279,POSTERIOR,1,1,,,1,0
1-146166877902,178,712,INSTALACIÓN,40.403888,POSTERIOR,1,0.833333333,,,1,0
1-146105234231,108,14406,TROUBLE CALL,4.646814,EN VIVO,1,1,1,1,1,1
1-146348865100,100,14407,TROUBLE CALL,9.870537,EN VIVO,1,1,1,1,0.833333333,1
1-146207233658,143,696,TROUBLE CALL,41.958367,POSTERIOR,1,1,,,1,0
1-145333971713,388,663,TROUBLE CALL,18.23732,POSTERIOR,1,1,,,1,0
1-145809641269,388,14776,INSTALACIÓN,9.96863,POSTERIOR,1,1,,,1,0
1-145733373162,140,718,INSTALACIÓN,39.549224,POSTERIOR,1,1,,,1,0
1-146311047118,148,1606,INSTALACIÓN,46.310789,EN VIVO,1,1,1,0,1,0
1-145125531432,195,22161,INSTALACIÓN,23.649461,POSTERIOR,0,1,,,1,0
1-146345661001,112,705,TROUBLE CALL,37.884927,EN VIVO,1,1,1,1,0.666666667,0
1-146312206240,154,717,TROUBLE CALL,18.556937,EN VIVO,1,1,1,1,1,0
1-146338172948,185,7987,TROUBLE CALL,53.737486,EN VIVO,1,1,1,1,1,0
1-146373095024,185,7987,TROUBLE CALL,34.718069,EN VIVO,1,1,1,1,1,0
1-145737340560,156,2530,INSTALACIÓN,35.556024,POSTERIOR,1,1,,,1,0
1-146342926114,151,1575,TROUBLE CALL,23.302362,EN VIVO,1,1,1,1,1,0
1-146171097047,201,703,INSTALACIÓN,24.547819,POSTERIOR,0,1,,,1,0
1-146261922739,167,8516,FISCALIZACIÓN ESPECIAL,0.000632,EN VIVO,,,,,,1
1-145800039216,242,716,CAMBIO TOTAL DE ACOMETIDA,0.005411,POSTERIOR,1,1,,,1,0
1-146308363564,148,1606,FISCALIZACIÓN ESPECIAL,0.01647,EN VIVO,,,,,,1
1-145104067506,109,24323,TROUBLE CALL,47.907943,POSTERIOR,1,1,,,1,0
1-146234437443,112,705,FISCALIZACIÓN ESPECIAL,0.023308,EN VIVO,,,,,,1
1-146268720252,305,14228,FISCALIZACIÓN ESPECIAL,0.031334,EN VIVO,,,,,,0
1-146268720252,305,14228,INSTALACIÓN,24.759685,EN VIVO,1,0.833333333,1,1,1,0
1-146246159074,245,10546,TROUBLE CALL,44.203964,EN VIVO,1,1,1,1,1,0
1-144460689858,167,8516,TROUBLE CALL,21.152201,POSTERIOR,1,1,,,1,0
1-145418981042,151,1575,CAMBIO TOTAL DE ACOMETIDA,0.013802,POSTERIOR,1,1,,,1,0
1-144798917862,156,12578,INSTALACIÓN,28.317848,POSTERIOR,0,0.666666667,,,1,0
1-146253265255,157,11964,TROUBLE CALL,56.74643,EN VIVO,1,1,1,1,0.833333333,0
1-146233725310,148,1606,TROUBLE CALL,2.071837,EN VIVO,1,1,1,1,1,1
1-145658300969,388,663,CAMBIO TOTAL DE ACOMETIDA,0.000547,POSTERIOR,1,1,,,1,0
1-146076620122,171,8221,INSTALACIÓN,30.542291,POSTERIOR,1,1,,,1,0
1-146182011742,398,15954,INSTALACIÓN,12.314465,EN VIVO,1,1,1,1,1,0
1-145213526071,113,14409,TROUBLE CALL,31.889078,POSTERIOR,1,1,,,1,0
1-144870495352,399,18883,INSTALACIÓN,31.375043,POSTERIOR,1,1,,,1,0
1-145902580636,195,22161,INSTALACIÓN,26.101043,EN VIVO,1,1,1,1,1,0
1-146102458922,156,12578,TROUBLE CALL,10.537067,EN VIVO,1,1,1,1,1,0
1-146272891713,185,7987,CAMBIO TOTAL DE ACOMETIDA,0.007561,EN VIVO,1,1,1,1,1,1
1-146269590061,399,18883,TROUBLE CALL,42.856491,POSTERIOR,1,1,,,1,0
1-146132448332,135,1361,FISCALIZACIÓN ESPECIAL,0.002704,POSTERIOR,,,,,,0
1-146261408402,178,712,CAMBIO TOTAL DE ACOMETIDA,0.004078,POSTERIOR,1,1,,,1,0
1-146237557079,201,703,TROUBLE CALL,13.838022,EN VIVO,1,1,1,1,1,0
1-146310428822,185,7987,TROUBLE CALL,2.039843,EN VIVO,1,1,1,1,1,1
